ID,Prénom,Nom,Âge,Salaire,Date_embauche,Ville,Département,Statut,Score_performance,Email,Téléphone,Notes
-1.728846270489965,Pierre,Bernard,,43249,1/10/2017,Strasbourg,Marketing,Actif,-0.24759433724938232,pierre.bernard@entreprise.com,0202789287,0.585117845826118
-1.7224312564992785,Jean,Bertrand,48,39872,5/13/2016,Nantes,IT,Suspendu,-0.49776985042838967,jean.bertrand@entreprise.com,0101471752,1.417513815299936
-1.7160162425085923,Alain,Durand,40,72404,7/8/2018,Nice,Logistique,Suspendu,1.4678948959780962,alain.durand@entreprise.com,0703089934,1.3481474845104515
-1.7096012285179059,Anne,Garcia,52,31633,1-9-2016,Montpellier,Logistique,Suspendu,-0.9623815177608319,anne.garcia@entreprise.com,0601225297,1.4868801460894214
-1.7031862145272196,ALAIN,Leroy  ,44,63791,8/8/2021, Toulouse,Commercial,En cours,1.217719382799089,alain.leroy@entreprise.com,0103274489,1.001315830563027
-1.6967712005365332,Nathalie,Michel,,72324,2019-05-12,Strasbourg,RH,En cours,-1.2840357489909842,nathalie.michel@entreprise.com,0800523855,-0.03917913127924616
-1.690356186545847,Sophie,Bernard,46,42498,4/4/2014,Montpellier,Finance,Actif,-1.0695995948375494,sophie.bernard@entreprise.com,0804666864,1.6256128076683913
-1.6839411725551605,Alain,Simon,60,40590,1/16/2021,Strasbourg,Production,Inactif,-0.4620304914028173,alain.simon@entreprise.com,0800008641,1.001315830563027
-1.6775261585644743,Martine,Simon,48,5736,20-9-2019,Montpellier,Production,Actif,-0.17611561919823762,martine.simon@entreprise.com,-,0.3076525226681783
-1.671111144573788,Michel,Bernard,58,76363,10/26/2023,Marseille,Logistique,Suspendu,0.3599747661853495,michel.bernard@entreprise.com,0100115252,0.030187199510238787
-1.6646961305831016,Christine,Moreau,59,52030,2016-09-27,Toulouse,IT,Actif,1.6108523320803863,christine.moreau@entreprise,0409664265,-0.9409414315425495
-1.6582811165924154,Sophie,Martin,51,78747,23-11-2016,Marseille,Logistique,En cours,-1.2125570309398392,sophie.martin@entreprise.com,0302414123,0.16891986108920837
-1.651866102601729,Jean,Bertrand,26,52722,1.10.2019,Lyon,RH,Inactif,-1.176817671914267,jean.bertrand@entreprise.com,0901594365,0.6544841766156027
-1.6454510886110427,Jean,Martin,55,34923,3-11-2016,Montpellier,IT,Inactif,0.03832053495519743,jean.martin@entreprise.com,0305874820,-1.1490404239110044
-1.6390360746203563,Alain,Bernard,28,-,2-10-2021,Lyon,RH,Inactif,1.5393736140292416,alain.bernard@entreprise.com,0509870126,-0.1085454620687311
-1.63262106062967,Patrice,David,,52096,8/22/2015,Montpellier,Finance,Actif,-0.39055177335167235,patrice.david@entreprise.com,0306284540,-1.0103077623320345
-1.6262060466389836,David,Roux,32,79102,2018-05-11,Nantes,Commercial,Inactif,0.7888470744922196,david.roux@entreprise.com,0204588265,1.2787811537209668
-1.6197910326482974,FRANÇOISE,richard,46,71107,26.5.2015,MONTPELLIER,RH,Actif,-1.2840357489909842,françoise.richard@entreprise.com,0708189223,-1.4265057470689437
-1.613376018657611,Philippe,Moreau,57,70715,2019-10-16,Nantes,Finance,En cours,-0.9981208767864045,philippe.moreau@entreprise.com,0207538325,1.417513815299936
-1.6069610046669247,Pierre,Roux,28,51759,4/2/2023,Bordeaux,Logistique,Actif,-1.6056899802211364,pierre.roux@entreprise.com,0105735902,-0.9409414315425495
-1.6005459906762385,DANIEL,Richard  ,30,64049,2/3/2015, Bordeaux,RH,Suspendu,1.3606768189013791,daniel.richard@entreprise.com,0709863189,-0.4553771160161555
-1.594130976685552,Isabelle,Roux,127,39493,7/9/2017,Montpellier,Logistique,Actif,0.3599747661853495,isabelle.roux@entreprise.com,0108286947,1.6949791384578758
-1.5877159626948658,Isabelle,Petit,25,48066,18/1/2023,Bordeaux,Finance,Actif,1.0032832286456543,isabelle.petit@entreprise.com,0404150136,0.23828619187869332
-1.5813009487041794,Catherine,Durand,52,77233,11/13/2022,Bordeaux,Production,Suspendu,-0.5335092094539624,catherine.durand@entreprise.com..,0507912697,0.9319494997735425
-1.5748859347134931,Sophie,Garcia,35,75147,21-2-2021,Nice,Production,Suspendu,-0.8194240816585421,sophie.garcia@entreprise.com,0402533619,0.7932168381945726
-1.5684709207228067,Isabelle,Martin,30,36994,2018-07-18,Nantes,Production,Suspendu,0.07405989398076977,isabelle.martin@entreprise.com,0604496990,-1.4958720778584287
-1.5620559067321205,Martine,Moreau,39,42806,13-11-2020,Lyon,Finance,Suspendu,-0.21185497822380997,martine.moreau@entreprise.com,0308313570,0.5157515150366327
-1.555640892741434,Laurent,Richard,44,79653,2/11/2014,Montpellier,Marketing,Suspendu,1.0390225876712267,laurent.richard@entreprise,0903379695,-1.7039710702268833
-1.5492258787507478,Sylvie,Dubois,52,76967,14-6-2018,Toulouse,Finance,Suspendu,1.1819800237735167,sylvie.dubois@entreprise.com,0707708682,1.001315830563027
-1.5428108647600614,Christine,David,61,46514,8/8/2021,Nantes,RH,Suspendu,-0.3548124143261,christine.david@entreprise.com,0408157967,0.09955353029972373
-1.5363958507693751,Françoise,Richard,49,39799,19/4/2018,Nantes,Logistique,Actif,1.0390225876712267,françoise.richard@entreprise.com,0309017606,-1.1490404239110044
-1.529980836778689,David,Petit,52,74846,16/5/2019,Strasbourg,IT,En cours,-1.3197751080165567,david.petit@entreprise.com,0101979223,1.417513815299936
-1.5235658227880025,David,Robert,29,42034,8.5.2014,Montpellier,RH,Actif,-0.033158183095947584,david.robert@entreprise.com,0709286606,-1.7733374010163683
-1.5171508087973162,David,Michel,58,31974,6-4-2018,Marseille,Finance,Actif,0.18127797105748714,david.michel@entreprise.com,0905351518,0.3076525226681783
-1.5107357948066298,Anne,Laurent,38,63337,26.7.2015,Lille,Finance,En cours,-1.3912538260677016,anne.laurent@entreprise.com,0407851967,0.3076525226681783
-1.5043207808159436,Christine,David,46,51920,2023-04-21,Nice,Marketing,En cours,-1.1053389538631218,christine.david@entreprise.com,0809880642,0.6544841766156027
-1.4979057668252571,Martine,Durand,27,44418,2022-01-23,,Commercial,Actif,0.5386715613132119,martine.durand@entreprise.com,0202796919,-1.4265057470689437
-1.4914907528345709,François,David,48,37225,9.5.2020,Nantes,RH,En cours,0.2884960481342048,françois.david@entreprise.com,0602464616,1.2094148229314816
-1.4850757388438844, Philippe ,Vincent  ,53,-,4.11.2023, Nantes,Finance,En cours,0.5029322022876396,philippe.vincent@entreprise.com,0601492077,0.6544841766156027
-1.4786607248531982,Martine,Simon,128,53349,2016-09-16,Marseille,Production,Actif,0.002581175929624765,martine.simon@entreprise.com,0809814792,-0.66347610838461
-1.4722457108625118,Marie,Simon,47,79310,24-3-2017,Nice,IT,Actif,0.967543869620082,marie.simon@entreprise.com,0403061420,0.6544841766156027
-1.4658306968718255,Martine,Leroy,52,37338,5/10/2018,Bordeaux,Logistique,Suspendu,-0.6407272865306797,martine.leroy@entreprise.com,0801801071,0.3076525226681783
-1.459415682881139,Martine,Petit,27,,8.8.2018,Marseille,Finance,Inactif,0.002581175929624765,martine.petit@entreprise.com,0803022059,0.585117845826118
-1.4530006688904529,Alain,Petit,56,58647,3.5.2015,Lille,RH,En cours,-1.426993185093274,alain.petit@entreprise.com,0905330567,-0.8715751007530649
-1.4465856548997666,David,Richard,63,53323,12/14/2016,Toulouse,IT,Suspendu,0.3599747661853495,david.richard@entreprise.com,0107674728,-0.31664445443718564
-1.4401706409090802,Alain,David,32,64555,12/18/2015,Strasbourg,Production,Suspendu,-0.3548124143261,alain.david@entreprise.com,0104355104,-0.4553771160161555
-1.433755626918394,Catherine,Martin,63,47396,19/9/2021,Nice,Finance,Suspendu,1.5393736140292416,catherine.martin@entreprise.com,0305621038,0.6544841766156027
